,unit,ticker,exchangeCD,shortNM,currencyCD,barTime,dataDate,closePrice,openPrice,highPrice,lowPrice,totalVolume,totalValue
125,1,000001,XSHG,上证指数,,13:05,2016-07-01,2932.8920000000003,2933.873,2933.873,2932.6090000000004,33657800,415091003.3
126,1,000001,XSHG,上证指数,,13:06,2016-07-01,2932.1820000000002,2933.248,2933.776,2931.913,37855500,469829373.7
127,1,000001,XSHG,上证指数,,13:07,2016-07-01,2931.298,2933.415,2933.415,2931.298,45242700,562399735.8
128,1,000001,XSHG,上证指数,,13:08,2016-07-01,2930.0440000000003,2931.885,2931.885,2929.868,48615700,609053523.2
129,1,000001,XSHG,上证指数,,13:09,2016-07-01,2930.0359999999996,2930.873,2930.873,2929.27,54536900,636705386.8
130,1,000001,XSHG,上证指数,,13:10,2016-07-01,2930.365,2930.2990000000004,2930.365,2929.255,52115700,637769999.1
131,1,000001,XSHG,上证指数,,13:11,2016-07-01,2929.196,2929.9440000000004,2930.151,2929.1940000000004,51861900,637351862.4
132,1,000001,XSHG,上证指数,,13:12,2016-07-01,2929.0959999999995,2929.2140000000004,2929.866,2928.882,55669300,624028017.7
133,1,000001,XSHG,上证指数,,13:13,2016-07-01,2928.796,2929.007,2929.603,2928.796,51763100,602585957.3
134,1,000001,XSHG,上证指数,,13:14,2016-07-01,2928.909,2929.117,2929.4240000000004,2928.691,54064600,615440626.3
135,1,000001,XSHG,上证指数,,13:15,2016-07-01,2929.5820000000003,2928.76,2930.0429999999997,2928.76,53615600,586275815.4
136,1,000001,XSHG,上证指数,,13:16,2016-07-01,2930.014,2930.13,2930.5809999999997,2929.927,49473600,546557959.4
137,1,000001,XSHG,上证指数,,13:17,2016-07-01,2931.063,2930.634,2931.855,2930.495,41993200,466936067.9
138,1,000001,XSHG,上证指数,,13:18,2016-07-01,2931.67,2931.3740000000003,2932.202,2931.3740000000003,38691000,461549363.2
139,1,000001,XSHG,上证指数,,13:19,2016-07-01,2932.028,2931.7909999999997,2932.238,2931.5290000000005,43256200,555089836.4
140,1,000001,XSHG,上证指数,,13:20,2016-07-01,2930.9970000000003,2931.948,2932.1479999999997,2930.994,47196200,520779173.8
141,1,000001,XSHG,上证指数,,13:21,2016-07-01,2931.156,2932.218,2932.218,2930.485,44139800,503582165.4
142,1,000001,XSHG,上证指数,,13:22,2016-07-01,2930.815,2932.0229999999997,2932.0229999999997,2930.815,39644400,482271137.5
143,1,000001,XSHG,上证指数,,13:23,2016-07-01,2931.087,2931.592,2931.765,2930.9159999999997,36713800,447291703.4
144,1,000001,XSHG,上证指数,,13:24,2016-07-01,2931.1240000000003,2932.2490000000003,2932.36,2931.1240000000003,34809900,422210063.0
145,1,000001,XSHG,上证指数,,13:25,2016-07-01,2931.525,2931.987,2932.199,2930.881,37613400,455740828.9
146,1,000001,XSHG,上证指数,,13:26,2016-07-01,2930.349,2931.9190000000003,2932.0229999999997,2930.349,43115200,510682753.4
147,1,000001,XSHG,上证指数,,13:27,2016-07-01,2929.6859999999997,2931.54,2931.54,2929.6859999999997,49570400,579493518.9
148,1,000001,XSHG,上证指数,,13:28,2016-07-01,2929.6459999999997,2930.905,2930.905,2929.572,44461500,520807646.0
149,1,000001,XSHG,上证指数,,13:29,2016-07-01,2929.8709999999996,2929.748,2930.527,2929.349,42791800,509151752.0
150,1,000001,XSHG,上证指数,,13:30,2016-07-01,2929.7209999999995,2930.367,2930.367,2929.647,44436700,499902986.2
151,1,000001,XSHG,上证指数,,13:31,2016-07-01,2929.06,2930.824,2930.824,2929.06,42630700,537539343.8
152,1,000001,XSHG,上证指数,,13:32,2016-07-01,2928.53,2929.276,2929.282,2928.342,60709500,773489808.0
153,1,000001,XSHG,上证指数,,13:33,2016-07-01,2927.3740000000003,2928.119,2928.3559999999998,2926.745,81583000,1000821295.0
154,1,000001,XSHG,上证指数,,13:34,2016-07-01,2926.243,2927.4570000000003,2927.5029999999997,2926.243,81662300,957754368.2
155,1,000001,XSHG,上证指数,,13:35,2016-07-01,2926.631,2926.587,2927.712,2925.888,85368800,1000337161.2
156,1,000001,XSHG,上证指数,,13:36,2016-07-01,2927.926,2927.948,2928.117,2927.243,63829900,769366174.8
157,1,000001,XSHG,上证指数,,13:37,2016-07-01,2929.438,2928.986,2929.438,2927.986,55599000,655472458.3
158,1,000001,XSHG,上证指数,,13:38,2016-07-01,2929.9759999999997,2929.736,2930.195,2929.2670000000003,41446300,526408445.2
159,1,000001,XSHG,上证指数,,13:39,2016-07-01,2930.3590000000004,2930.3720000000003,2930.7990000000004,2930.075,48455800,521566725.3
160,1,000001,XSHG,上证指数,,13:40,2016-07-01,2930.08,2931.3709999999996,2931.3709999999996,2930.08,40367600,488560863.0
161,1,000001,XSHG,上证指数,,13:41,2016-07-01,2930.197,2931.3459999999995,2931.461,2929.9809999999998,39154600,480082939.7
162,1,000001,XSHG,上证指数,,13:42,2016-07-01,2930.528,2930.349,2931.228,2930.0429999999997,44482400,512564815.0
163,1,000001,XSHG,上证指数,,13:43,2016-07-01,2931.093,2931.812,2931.8959999999997,2930.5229999999997,51714800,530383036.7
164,1,000001,XSHG,上证指数,,13:44,2016-07-01,2931.783,2931.86,2932.196,2930.875,54554500,593092452.4
165,1,000001,XSHG,上证指数,,13:45,2016-07-01,2932.532,2932.4359999999997,2932.7909999999997,2931.633,55987700,628664558.0
166,1,000001,XSHG,上证指数,,13:46,2016-07-01,2932.688,2932.805,2933.04,2932.3759999999997,46299700,575091057.7
167,1,000001,XSHG,上证指数,,13:47,2016-07-01,2932.962,2933.3340000000003,2933.3340000000003,2932.1240000000003,46191600,539710985.5
168,1,000001,XSHG,上证指数,,13:48,2016-07-01,2931.795,2932.3779999999997,2932.933,2931.795,40981400,470435893.2
169,1,000001,XSHG,上证指数,,13:49,2016-07-01,2931.482,2931.9240000000004,2932.546,2931.482,41178700,477959288.6
170,1,000001,XSHG,上证指数,,13:50,2016-07-01,2932.2540000000004,2932.386,2932.9440000000004,2931.704,36606500,426853152.2
171,1,000001,XSHG,上证指数,,13:51,2016-07-01,2932.156,2932.344,2933.258,2932.156,36929000,432666869.9
172,1,000001,XSHG,上证指数,,13:52,2016-07-01,2932.325,2932.7329999999997,2933.366,2932.325,39185900,459194389.5
173,1,000001,XSHG,上证指数,,13:53,2016-07-01,2933.1,2932.61,2933.825,2932.61,46836200,509089827.4
174,1,000001,XSHG,上证指数,,13:54,2016-07-01,2933.6859999999997,2933.7290000000003,2933.994,2933.369,43972400,501258040.5
175,1,000001,XSHG,上证指数,,13:55,2016-07-01,2933.591,2934.7,2934.9429999999998,2933.591,46872600,534579680.4
176,1,000001,XSHG,上证指数,,13:56,2016-07-01,2935.995,2934.6259999999997,2935.995,2934.4429999999998,45108200,531302089.9
177,1,000001,XSHG,上证指数,,13:57,2016-07-01,2934.691,2935.219,2935.665,2934.691,44044700,541487040.3
178,1,000001,XSHG,上证指数,,13:58,2016-07-01,2934.4320000000002,2936.078,2936.078,2934.4320000000002,40690200,498614041.5
179,1,000001,XSHG,上证指数,,13:59,2016-07-01,2934.659,2935.6009999999997,2935.6679999999997,2934.47,41431900,490956336.4
180,1,000001,XSHG,上证指数,,14:00,2016-07-01,2933.5209999999997,2935.006,2935.18,2933.5209999999997,40486100,477844023.8
181,1,000001,XSHG,上证指数,,14:01,2016-07-01,2934.062,2934.11,2934.857,2933.329,37184900,458396543.1
182,1,000001,XSHG,上证指数,,14:02,2016-07-01,2933.27,2934.8520000000003,2934.8520000000003,2932.94,33453000,398345317.0
183,1,000001,XSHG,上证指数,,14:03,2016-07-01,2933.4240000000004,2934.15,2934.15,2932.809,38648400,449262975.2
184,1,000001,XSHG,上证指数,,14:04,2016-07-01,2933.357,2933.927,2933.927,2932.4790000000003,39474900,430328233.1
185,1,000001,XSHG,上证指数,,14:05,2016-07-01,2933.0690000000004,2933.815,2934.139,2932.538,39644300,430068578.0
186,1,000001,XSHG,上证指数,,14:06,2016-07-01,2933.651,2933.364,2934.118,2932.805,33402000,416521326.3
187,1,000001,XSHG,上证指数,,14:07,2016-07-01,2934.067,2934.428,2934.559,2933.1929999999998,40840100,479780844.2
188,1,000001,XSHG,上证指数,,14:08,2016-07-01,2935.042,2934.191,2935.2290000000003,2934.191,46984500,561419584.0
189,1,000001,XSHG,上证指数,,14:09,2016-07-01,2935.505,2935.546,2935.907,2934.9640000000004,45085400,565912446.6
190,1,000001,XSHG,上证指数,,14:10,2016-07-01,2935.953,2936.406,2936.55,2935.4770000000003,48666100,593912621.9
191,1,000001,XSHG,上证指数,,14:11,2016-07-01,2936.887,2936.3959999999997,2936.887,2935.98,51228700,619607291.9
192,1,000001,XSHG,上证指数,,14:12,2016-07-01,2936.5490000000004,2935.4970000000003,2936.783,2935.4970000000003,51606400,608465161.5
193,1,000001,XSHG,上证指数,,14:13,2016-07-01,2936.389,2935.5759999999996,2936.827,2935.5759999999996,40560100,483662331.5
194,1,000001,XSHG,上证指数,,14:14,2016-07-01,2936.0429999999997,2936.489,2936.744,2936.0429999999997,45177100,489835107.7
195,1,000001,XSHG,上证指数,,14:15,2016-07-01,2935.19,2936.423,2936.742,2935.19,41716400,467663124.3
196,1,000001,XSHG,上证指数,,14:16,2016-07-01,2935.558,2936.6659999999997,2936.717,2935.558,37830800,467452784.7
197,1,000001,XSHG,上证指数,,14:17,2016-07-01,2935.38,2937.062,2937.062,2935.38,42254400,507137539.8
198,1,000001,XSHG,上证指数,,14:18,2016-07-01,2935.045,2936.415,2936.415,2935.045,45503500,542505614.0
199,1,000001,XSHG,上证指数,,14:19,2016-07-01,2934.538,2935.465,2935.465,2934.34,45698800,525370325.6
200,1,000001,XSHG,上证指数,,14:20,2016-07-01,2934.0190000000002,2934.653,2934.683,2933.3979999999997,47364800,546325512.2
201,1,000001,XSHG,上证指数,,14:21,2016-07-01,2933.071,2934.788,2934.788,2933.071,45595600,554365457.7
202,1,000001,XSHG,上证指数,,14:22,2016-07-01,2933.052,2934.3740000000003,2934.3740000000003,2932.785,41171800,494745695.4
203,1,000001,XSHG,上证指数,,14:23,2016-07-01,2932.7690000000002,2933.845,2933.845,2932.235,38378600,470673483.2
204,1,000001,XSHG,上证指数,,14:24,2016-07-01,2932.3059999999996,2933.083,2933.2509999999997,2932.3059999999996,44878900,550250904.5
205,1,000001,XSHG,上证指数,,14:25,2016-07-01,2932.159,2932.953,2933.1020000000003,2931.798,40227500,476098047.9
206,1,000001,XSHG,上证指数,,14:26,2016-07-01,2931.625,2932.111,2933.038,2931.6009999999997,50511600,599767628.9
207,1,000001,XSHG,上证指数,,14:27,2016-07-01,2930.488,2931.8259999999996,2932.297,2930.488,57337100,698608544.7
208,1,000001,XSHG,上证指数,,14:28,2016-07-01,2929.5879999999997,2930.9240000000004,2931.518,2929.5879999999997,57784800,736782737.0
209,1,000001,XSHG,上证指数,,14:29,2016-07-01,2929.454,2929.9809999999998,2930.975,2929.454,54735600,671009339.8
210,1,000001,XSHG,上证指数,,14:30,2016-07-01,2931.3990000000003,2929.8379999999997,2931.3990000000003,2929.67,55633700,660269583.9
211,1,000001,XSHG,上证指数,,14:31,2016-07-01,2930.7209999999995,2931.3520000000003,2932.032,2930.7209999999995,45296800,585168689.3
212,1,000001,XSHG,上证指数,,14:32,2016-07-01,2931.886,2931.4190000000003,2932.434,2931.255,41553500,520639541.6
213,1,000001,XSHG,上证指数,,14:33,2016-07-01,2931.167,2932.272,2932.757,2931.167,42829300,540174803.6
214,1,000001,XSHG,上证指数,,14:34,2016-07-01,2932.4429999999998,2931.8070000000002,2932.8920000000003,2931.8070000000002,44179900,531925024.8
